# Odour vocabulary harvested from 2588 patents.
# Method: words immediately preceding an odour head noun, minus a generic
#         English/patent stop list. Corpus-derived, NOT hand-supplied.
# 7351 distinct terms; 592 occur >=30 times.
# class: D descriptor · H hedonic · T tier · M malodour · X noise · (empty = unjudged)
# Classes for terms seen in hand-run 04 are carried over. New terms are BLANK
# on purpose — judging them is human work.
#
# term	n	class
smelling	92	
human	91	
responsible	90	X
air	90	
accords	90	
change	90	
name	89	
existing	89	
herbaceous	87	
toilet	87	M
laundry	87	
potency	86	
significantly	85	
respective	85	
highly	85	
gas	84	
because	83	
fragrant	83	
providing	83	
camphoraceous	82	
typically	81	
eliminate	81	
creamy	81	
off	81	
release	81	
strength	80	X
intrinsic	80	
sample	80	
alcohols	80	
food	79	
tools	78	
solvent	78	
light	76	
even	76	
dried	75	
nice	74	
showing	74	
collecting	74	
largely	73	
hair	73	
chlorine	73	
skin	73	
associated	73	
secondary	73	
term	72	
lingering	72	
scents	72	
especially	72	
evaluation	72	
pronounced	72	
eucalyptus	71	
smoke	71	D
surface	71	
fragranced	71	
exhibit	70	X
galbanum	70	
resulting	70	
shows	70	X
underarm	70	
leathery	70	
perceptible	69	
significant	69	
means	69	
dusty	69	
article	69	
single	68	
nutty	68	
gourmand	68	
formulated	68	
generally	67	
odoriferous	67	
thereby	67	
jasmine	67	
aspects	67	
wood	67	
apparatus	67	
neat	66	
strawberry	66	
cleaning	66	
effect	66	
combinable	66	
juicy	66	
substantive	65	X
attractive	65	
properties	65	
orange	64	
average	64	
retain	64	
pungent	64	
graph	64	
intended	63	
since	63	
target	63	
concise	63	
improving	62	
ambergris	62	
hay	62	
smells	62	
give	61	
rate	61	
character	61	X
exemplary	61	
flowers	61	
mint	61	
subject	61	
fresheners	60	
pineapple	60	
create	60	
waxy	60	
evaluate	59	
primary	59	
art	59	
against	59	X
pre-rub	59	
background	59	
spearmint	58	
citrus-like	58	D
favorable	58	
panelists	57	
optionally	57	
positive	57	H
particles	57	
freshness	57	
solution	57	
increased	57	
volatility	56	X
peach	56	
lactonic	56	
corresponding	56	
somewhat	56	
perfumed	55	
fruits	55	
chemicals	55	
aforementioned	54	
undesired	54	
sandalwood-like	54	
odiferous	54	
aldehydes	54	
impression	54	
grass	54	
quality	54	
rooty	54	
red	54	
coumarin	53	
plurality	53	
kitchen	53	
compared	53	
dominant	53	X
alcohol	53	
pear-like	53	
ammonia	53	
ozonic	52	
intensive	52	
extending	52	
fragr	52	
case	52	
relatively	52	
pear	52	
variable	52	
coumarinic	52	
blending	52	
peppermint	51	
green-like	51	
deodorants	51	
achieve	51	
contain	51	
odorants	51	
coconut	51	
small	50	
vanillin	50	
user	50	
need	50	
mild	50	
color	50	
unusual	50	
valuable	49	
substantially	49	
important	49	
changing	49	
special	49	
cedar	49	
reproducing	49	
stability	49	
raw	48	
heavy	48	
wet	48	
medium	48	
activity	48	
released	48	
through	48	
harsh	47	
preparation	47	
combination	47	
acetate	47	
oily	47	
anisic	47	
generate	46	X
extremely	46	
cooking	46	M
deodorant	46	
geranium	46	
reduced	46	
concentration	46	
enhances	46	
malodour	46	
lavender	46	
together	46	
table	46	
evaluating	46	
insect	46	
softeners	46	
pigments	45	
ripe	45	
pet	45	
bleach	45	
otherwise	45	
water	45	
washing	45	
adding	45	
already	45	
applied	45	
celery	45	
iris	44	
rancid	44	
specifically	44	
modulating	44	
found	44	X
coffee	44	
standard	44	
appealing	44	
basic	44	
phenolic	44	
before	43	
aspect	43	
bergamot	43	
environmental	43	
lime	43	
berry	43	
comparative	43	
releasing	43	
noticeable	42	
absorb	42	
fully	42	
effects	42	
amine	42	
end	42	
care	42	
mixed	42	
side	42	
odd	42	
oud	42	
hydrogen	41	
normal	41	
score	41	X
process	41	
tea	41	
clearly	40	
often	40	
honey	40	
retention	40	
overcome	40	
blossom	40	
results	40	
cover	40	
making	40	
fecal	40	
reproduce	40	
deteriorated	40	
burnt-sweet	40	
brought	39	
tart	39	
threshold	39	
multiple	39	
damascone	39	
active	39	
neutral	39	
make	39	
hydrophobic	39	
roasting	39	
abnormal	39	
little	38	
diffusive	38	
hereinabove	38	
application	38	
origin	38	
greenish	38	
mean	38	
booster	38	
possesses	37	
positively	37	
spontaneously	37	
melon	37	
interest	37	
synergistic	37	
module	37	
alluring	37	
greasy	36	
powders	36	
oriental	36	
floral-like	36	
commercial	36	
quite	36	
citrusy	36	
menthol	36	
feces	36	
rhubarb	36	
prolonged	36	
conventional	36	
linear	36	
group	36	
radiant	36	D
gorgeous	36	
determined	36	
leaves	35	
anticorrosives	35	
determine	35	
panel	35	
bloom	35	
orris	35	
deliver	35	
showed	35	
whether	35	
increasing	35	
disclosure	35	
hand	35	
confirmed	35	
milk	35	
performance	34	
encapsulated	34	
called	34	
gassy	34	
jasmine-like	34	
fruit-like	34	
composed	34	
plant	34	
hay-like	34	
feel	34	
modifi	34	
delicate	34	
pine	34	
exhibiting	34	
formulation	34	
refreshing	34	
milk-like	34	
peppery	34	
carrot	34	
bright	34	
distinctive	33	
faint	33	
saffron	33	
precise	33	
bathroom	33	
scale	33	X
elegant	33	
impact	33	
applying	33	
detect	33	
malodorous	33	
vetiver	33	
detergents	33	
hours	33	
strip	33	
contrasting	33	
odorous	33	
person	33	
pfw	32	
treated	32	
detectable	32	
hedonic	32	
tropical	32	
transparent	32	D
powder	32	
too	32	
boosting	32	
preferable	32	
balsam	32	
characteristics	31	
ambrette	31	
producing	31	
weaker	31	
them	31	
detected	31	
cationic	31	
determines	31	
cleansing	31	
coconut-like	31	
possible	31	
pepper	31	
peel	31	
persistent	31	
affect	30	
dominate	30	X
intensify	30	
provided	30	
prior	30	
ethyl	30	
structural	30	
moderate	30	
plastic	30	
fresher	30	
how	30	
maintains	30	X
regarding	30	
advantageous	30	
polymer	30	
smoky	30	
completely	30	
suppress	30	
erogenous	30	
retaining	30	
vanilla-like	30	
mellow	30	
bloomy	30	
leaf	29	
down	29	
itself	29	
defined	29	
perceivable	29	
changes	29	
lacking	29	
presented	29	
unwanted	29	
unexpected	29	
round	29	
assessed	29	
scalp	29	
preparations	29	
colour	29	
rounded	29	
sweetness	29	
ozone	28	
exhibits	28	
garbage	28	
superior	28	
tested	28	
cherry	28	
emphasized	28	
experience	28	
eliminating	28	
modifie	28	
inventive	28	
decrease	28	
usually	28	
obtain	28	
harmonious	28	
roasted	28	
form	27	
extract	27	
freshly	27	
buildin	27	
cannabis	27	
common	27	
fish	27	D
rubbery	27	
hyacinth	27	
drying	27	
imparts	27	
woody-tone	27	
mouth	27	
unshiu	27	
pre-fabricated	27	
consistent	26	
molecules	26	
describe	26	
non-ionic	26	
easily	26	
ketones	26	
trained	26	
maintaining	26	
burnt	26	
generating	26	
step	26	
effective	26	
bitter	26	
level	26	
causing	26	
preference	26	
environment	26	
predict	26	
irritant	26	
natsudaidai	26	
sudachi	26	
identical	25	
lilial	25	
piney	25	
determining	25	
modern	25	
popular	25	
bath	25	
cleanliness	25	
aquatic	25	
add	25	
bacteria	25	
cases	25	
drink	25	
imparted	25	
detection	25	
quickly	25	
comprise	25	
lily-of-the-valley	25	
room-filling	25	
rather	25	
age-related	25	
ionone	25	
model	25	
figure	25	X
cooling	24	
sharp	24	
correctors	24	
treatment	24	
milky	24	
rank	24	
few	24	
formulations	24	
cosmetics	24	
tobacco-like	24	
indeed	24	
felt	24	
fishy	24	
antiperspirant	24	
mandarin	24	
seems	24	
pineapple-like	24	
breath	24	
pure	24	
cucumber	24	
room	24	
sparkling	24	
crystal	24	
olive	24	
tetrahydroquinoline	24	
adsorbent	24	
acidic	23	
cinnamon	23	
expert	23	
textile	23	
whereas	23	
identify	23	
stable	23	
raspberry	23	
delayed	23	
perfumers	23	
gives	23	
capsules	23	
camphor-like	23	
cause	23	
based	23	
processing	23	
artificial	23	
cedarwood	23	
butyric	23	
strongest	23	
altering	23	
pyridine	23	
adsorbed	23	
share	23	
compliant	23	
sulfide	23	
coriander	22	
masked	22	
wall	22	
final	22	
salicylate	22	
assess	22	
inventio	22	
presence	22	
out	22	
core	22	
solvents	22	
balanced	22	
bottle	22	
black	22	
feeling	22	
articles	22	
surprisingly	22	
incorporating	22	
entitled	22	
expected	22	
acids	22	
methyl	22	
nitro-musk	22	
temperature	22	
intensifying	22	
see	22	
plural	22	
result	21	
search	21	
point	21	
camphor	21	
prm	21	
malodors	21	
pleasantly	21	
data	21	
difference	21	
moderately	21	
giving	21	
buffering	21	
cyclamen	21	
fact	21	
additionally	21	
diverse	21	
delivering	21	
apricot	21	
mushroom	21	
influencing	21	
esters	21	
subjects	21	
contained	21	
ester	21	
thiol	21	
sufficient	21	
related	21	
sustained	21	
essentially	21	
muguet-like	21	
imp	21	
derivatives	21	
mossy	21	
glycol	21	
damascone-like	21	
needle	21	
flavouring	21	
reduces	21	
persisten	21	
potato	21	
collect	21	
scented	21	
hydrocarbon	21	
neutralizing	20	
surprising	20	
wintergreen	20	
grading	20	X
render	20	
treating	20	
totally	20	
cream	20	
considered	20	
information	20	
system	20	
elements	20	
blended	20	
foods	20	
worn	20	
exotic	20	
sufficiently	20	
sulfury	20	
medicinal	20	
allows	20	
denotes	20	
mid	20	
miscellaneous	20	
boost	20	
fruity-floral	20	
pressure	20	
deterioration	20	
trans	20	
amber-like	20	
ether	20	D
limonenal	20	
jasmone	20	
pheromone	20	
pineapple-flavored	20	
long-term	20	
naturally	19	
valued	19	
whole	19	
soapy	19	
reference	19	
appreciated	19	
consumers	19	
demonstrates	19	
colour-protecting	19	
germicides	19	
efficiently	19	
stale	19	
direct	19	
molecule	19	
appearance	19	
combining	19	
remarkable	19	
maintain	19	
vaporization	19	
beneficial	19	
sense	19	
flow	19	
sage	19	
onion	19	
advantageously	19	
aqueous	19	
latter	19	
correctants	19	
boosters	19	
resilient	19	
laden	19	
neutralize	18	
yet	18	
caramel	18	
remove	18	
rule	18	
soap	18	
interfere	18	
prevent	18	
chromatograph	18	
familiar	18	
identifiable	18	
isomers	18	
alters	18	
fungicides	18	
due	18	
acceptable	18	
spice	18	
sulfur	18	
manner	18	
barely	18	
device	18	
units	18	
markedly	18	
object	18	
samples	18	
greater	18	
cotton	18	
gustatory	18	
ethereal	18	
towel	18	
oxide	18	
smelled	18	
patchouli-like	18	
passion	18	
roasty	18	
ready-to-use	18	
predominantly	17	
emulsifiers	17	
citronella	17	
prominent	17	
inhibitors	17	
negative	17	
marked	17	
patterns	17	
identified	17	
evaporation	17	
impactful	17	
affecting	17	
chemically	17	
words	17	
hydroxycitronellal	17	
unpleasantly	17	
users	17	
conditions	17	
still	17	
evaporate	17	
block	17	
linen	17	
blackcurrant	17	
reproduces	17	
moldy	17	
atm	17	
mimosa	17	
reduction	17	
key	17	
tests	17	
noted	17	
chocolate	17	
independently	17	
costus	17	
methods	17	
beverage	17	
intensified	17	
growth-promoting	17	
allow	17	
microparticles	17	
element	17	
thickeners	16	
spray	16	
contact	16	
constant	16	
modifies	16	
encapsulation	16	
line-dried	16	
parameters	16	
banana-like	16	
muguet-type	16	
detailed	16	
chosen	16	
makes	16	
cannot	16	
available	16	
scored	16	
moss	16	
relative	16	
large	16	
zesty	16	
blend	16	
softener	16	
delivery	16	
aromas	16	
resinous	16	
extracts	16	
along	16	
tonka	16	
negatively	16	
representing	16	
damascene	16	
overpowering	16	
alternatively	16	
almond	16	
cassis	16	
washed	16	
almost	16	
leafy	16	
bodily	16	
substituents	16	
ylang	16	
designed	16	
voluminous	16	
jasminum	16	
sambac	16	
gum	15	
description	15	
separate	15	
adsorbing	15	
enzyme	15	
wetness	15	
comparison	15	
objectionable	15	
mentioned	15	
personal	15	
microcapsules	15	
subjective	15	
chypre	15	
paper	15	
ambiguous	15	
somehow	15	
hard-to-define	15	
synthesis	15	
blossom-type	15	D
isomer	15	
react	15	
varied	15	
conditioners	15	
banana	15	
subsequent	15	
prolonging	15	
identifying	15	
molecular	15	
demand	15	
effectively	15	
become	15	
property	15	
optional	15	
berries	15	
citronellol	15	
accompanying	15	
agrumic	15	
groups	15	
distinctly	15	
similarity	15	
wide	15	
namely	15	
exalting	15	
vetyver-type	15	
peculiar	15	
reinforced	15	
mdj	15	
tar	15	
instant	15	
boss	15	
nursing	15	
butterfat	15	
vegetable	14	
floral-green	14	
chloride	14	
humectants	14	
reported	14	
respectively	14	
com	14	
occurring	14	
nutmeg	14	
dirty	14	
increase	14	
replace	14	
readily	14	
lavender-type	14	
last	14	
colored	14	
plum	14	
axillary	14	
times	14	
hardly	14	
hydrophilic	14	
contribute	14	
substrate	14	
lactone	14	
masks	14	
customer	14	
subtle	14	
headspace	14	
free	14	
characterized	14	
deposited	14	
value	14	
biological	14	
hygiene	14	
mango	14	
within	14	
perceive	14	
achieved	14	
period	14	
collected	14	
lilac	14	
differs	14	
geraniol	14	
retains	14	
fat	14	
petitgrain	14	
meant	14	
ylang-ylang	14	
suppressing	14	
decomposition	14	
bean	14	
nitro	14	
regard	14	
composite	14	
masculine	14	
cumin-like	14	
herbal-like	14	
employed	14	
hyacinth-scented	14	
evaluators	14	
incense	14	
fortu	14	
citrus-type	14	
green-type	14	
spicy-type	14	
cinnamon-type	14	
pepper-type	14	
cumin-type	14	
ginger-type	14	
floral-type	14	
woody-type	14	
internal	14	
aesthetic	13	
fougere	13	
fabrics	13	
impacting	13	
industrial	13	
close	13	
comparing	13	
exhibited	13	
overwhelmingly	13	X
cut	13	
context	13	
rendering	13	
causes	13	
phase	13	
ozone-like	13	
altered	13	
per	13	
ambient	13	
matter	13	
strongly	13	
sulfur-based	13	
hesperidic	13	
indicated	13	
flavoring	13	
terms	13	
volume	13	
vegetal	13	
modified	13	
oral	13	
describes	13	
clove	13	
citric	13	
yellow	13	
emission	13	
phenylethyl	13	
agreeable	13	
microorganisms	13	
pro	13	
classified	13	
develop	13	
isovaleric	13	
essence	13	
palatability	13	
well-balanced	13	
frequently	13	
emphasize	13	
wine	13	
pine-like	13	
cis	13	
tert-butyl	13	
cyclohexanes	13	
urine-perspiration-type	13	
enjoy	13	
more-volatile	13	
stored	13	
fruity-pineapple	13	
ambrinol	13	
aroma-modified	13	
strontium	12	
peroxide	12	
hot	12	
counteract	12	
sweeteners	12	
benefit	12	
concentrations	12	
inconsistent	12	
demonstrate	12	
unperfumed	12	
applications	12	
insufficient	12	
authentic	12	
wash	12	
select	12	
derived	12	
longer-lasting	12	
patchouli-type	12	
observed	12	
connotation	12	
undertones	12	
radiance	12	
cigarette	12	
again	12	
deep	12	
alcoholic	12	
cyclodextrin	12	
reminiscent	12	
recognized	12	
structures	12	
full	12	
indicates	12	
blotter	12	
drops	12	
cleaner	12	
disagreeable	12	
coniferous	12	
show	12	
native	12	
lilac-like	12	
measured	12	
irritating	12	
polysensory	12	
peach-like	12	
apple-like	12	
favorably	12	
indicate	12	
people	12	
juice	12	
lose	12	
linalool	12	
isomeric	12	
lipophilic	12	
increases	12	
tenacious	12	
towards	12	
finished	12	
sour	12	
crystalline	12	
ethanol	12	
deep-fried	12	
nature-identical	12	
spray-dried	12	
depositing	12	
coupled	12	
agrestic	12	
emit	12	
growth	12	
conformation	12	
rubber	12	
persons	12	
toileting	12	
ambra	12	
fir	12	
controlled	12	
filled	12	
cats	12	
intensities	12	
confer	11	
greatly	11	
herb	11	
equals	11	
accompanies	11	
aliphatic	11	
swatches	11	
seek	11	
anise	11	
chamomile	11	
bergamot-like	11	
terpenes	11	
substantively	11	
sought-after	11	
naturalness	11	
mildew	11	
lyral	11	
mixing	11	
spraying	11	
foul	11	
produces	11	
performed	11	
direction	11	
partial	11	
assessment	11	
softness	11	
commonly	11	
terpineol	11	
enough	11	
potent	11	
soil	11	
discovered	11	
etc	11	
above-mentioned	11	
tomato	11	
tenacity	11	
adds	11	
later	11	
formulas	11	
display	11	
traditional	11	
avoid	11	
container	11	
combine	11	
considerably	11	
indole	11	
sensation	11	
predicting	11	
capture	11	
odorless	11	
days	11	
inhibiting	11	
beer	11	
tuberose	11	
unacceptable	11	
brisk	11	
experimental	11	
towels	11	
industry	11	
sticks	11	
physically	11	
satisfactory	11	
odt	11	
animalistic	11	
previously	11	
family	11	
relationship	11	
organic	11	
hence	11	
usual	11	
grape	11	
foam	11	
concrete	11	
fenugreek	11	
once	11	
leave	11	
additive	11	
candle	11	
linearly	11	
included	11	
civet	11	
styrax	11	
grassy	11	
beans	11	
amines	11	
animals	11	
female	11	
comfortable	11	
varying	11	
anis	11	
generic	11	
hexanal	11	
adherent	11	
hour	11	
selectively	11	
pets	11	
rated	11	
ashtray	11	
dewy	11	
gel-like	11	
watermelon	10	
predominant	10	
supplements	10	
situs	10	
none	10	
leather-like	10	
terpene	10	
uses	10	
modulator	10	
honey-like	10	
amphiphilic	10	
culture	10	
consequently	10	
rinse	10	
shell	10	
find	10	
bubble	10	
targeted	10	
emitted	10	
buttery	10	
limonene	10	
condition	10	
destroy	10	
flavorings	10	
ambry	10	
umami	10	
ratios	10	
starch	10	
sandal	10	
calculated	10	
yield	10	
directly	10	
apricot-like	10	
traps	10	
carrier	10	
vapor	10	
via	10	
confirming	10	
bouquet	10	
stick	10	
boosts	10	
terpenic	10	
delivers	10	
inter	10	
alia	10	
household	10	
performing	10	
rapidly	10	
foodlike	10	
perfumer	10	
indicating	10	
keep	10	
correctly	10	
smell-s	10	
created	10	
indolic	10	
influence	10	
orange-like	10	
until	10	
hazelnut	10	
aesthetically	10	
express	10	
smokey	10	
humans	10	
sandalwood-type	10	
polar	10	
dipropylene	10	
modulators	10	
cooked	10	
fresh-cut	10	
c-nmr	10	
damp	10	
reinforcing	10	
bouquet-like	10	
sophisticated	10	
amber-type	10	
ketone	10	
acacia	10	
aforesaid	10	
teas	10	
sulphur	10	
analysis	10	
residues	10	
retort	10	
distillation	10	
meringue	10	
hop	10	
dogs	10	
wearable	10	
constituents	9	
cheesy	9	
adversely	9	
shower	9	
exceptional	9	
consists	9	
lactones	9	
shoes	9	
highest	9	
seed	9	
removing	9	
sticky	9	
vanilla-type	9	
remarkably	9	
aromatic-type	9	
linden	9	
antimicrobial	9	
changed	9	
ginger	9	
root	9	
rounder	9	
adhesives	9	
propanal	9	
powdered	9	
undesirably	9	
modulate	9	
finally	9	
commercially	9	
scores	9	
removal	9	
herbs	9	
remains	9	
inhibit	9	
overripe	9	
media	9	
remaining	9	
actives	9	
dispensed	9	
allowing	9	
sweetish	9	
greener	9	
overnight	9	
preventing	9	
ratings	9	
receptor	9	
appropriate	9	
luxurious	9	
potential	9	
frying	9	
sebum	9	
governing	9	
poor	9	
lavender-like	9	
furan	9	
areas	9	
sweeter	9	
extent	9	
rose-floral	9	
boosted	9	
rubbed	9	
enabling	9	
boelens	9	
despite	9	
technology	9	
absolute	9	
carboxylic	9	
obvious	9	
catalysts	9	
antioxidants	9	
generated	9	
tangerine	9	
rotundone	9	
urea-based	9	
part	9	
fibers	9	
visual	9	
shampoo	9	
pennsylvania	9	
recognizable	9	
pink	9	
racemic	9	
freesia	9	
designate	9	
comparable	9	
steps	9	
renders	9	
sweaty	9	
goods	9	
resultant	9	
jasminic	9	
isobutyrate	9	
massage	9	
continuously	9	
cinnamon-like	9	
floweriness	9	
development	9	
correlation	9	
semi-finished	9	
faecal	9	D
olfactorily	9	
cis-jasmone	9	
flesh	9	
skatole	9	
oxide-like	9	
bitterness	9	
problem	9	
roast	9	
lost	9	
citrus-grapefruit	9	
beverages	9	
green-floral	9	
fluorescent	9	
chamber	9	
old	9	
fermentation	9	
metallic-like	9	
packaging	9	
portable	9	
japonica	9	
karanal	9	
communicated	9	
signature	9	
microwave	9	
marijuana	9	
sweet-tasting	9	
vanillin-like	9	
emphasizing	8	
starting	8	
besides	8	
candy	8	
dextrose	8	
concentrate	8	
bringing	8	
defines	8	
surfactants	8	
relevant	8	
overt	8	
lowest	8	
adhesive	8	
vanilla-based	8	
pleasurable	8	
classical	8	
lilac-type	8	
dominance	8	
relationships	8	
deodorizing	8	
participants	8	
differentiated	8	
warmth	8	
constitute	8	
extend	8	
anti-corrosives	8	
malodours	8	
variety	8	
litter	8	
edible	8	
selecting	8	
polyester	8	
dosing	8	
screen	8	
devices	8	
hunter	8	
recover	8	
differences	8	
expressive	8	
ambrocenide	8	
extracted	8	
becomes	8	
immediately	8	
maximum	8	
clothes	8	
mold	8	
reagents	8	
socks	8	
simila	8	
woody-fruity	8	
dental	8	
floral-tone	8	
diffusivity	8	
faster	8	
abovementioned	8	
savory	8	
tones	8	
sea	8	
preparing	8	
anise-like	8	
function	8	
recording	8	
textiles	8	
distort	8	
maintained	8	
unless	8	
indica	8	
complete	8	
color-protecting	8	
hereinafter	8	
diesel	8	
mitigating	8	
families	8	
claimed	8	
peony	8	
warmer	8	
pyrazine	8	
salt-based	8	
talc	8	
paradol	8	
stabilizes	8	
gardenia	8	
line	8	
testers	8	
aldehyde-like	8	
valley-like	8	
entire	8	
sensorial	8	
detrimental	8	
subordinate	8	
iron	8	
nevertheless	8	
testing	8	
alone	8	
panelist	8	
ene	8	
cashmeran	8	
minimize	8	
foreign	8	
dpg	8	
softer	8	
subsidiary	8	
persistence	8	
mostly	8	
woody-amber	8	
coumarin-like	8	
unexpectedly	8	
sensible	8	
sugar	8	
face	8	
heliotrope	8	
citrate	8	
prefer	8	
achieving	8	
bread	8	
beyond	8	
vary	8	
enable	8	
sun	8	
bag	8	
whe	8	
counteracting	8	
covering	8	
melt	8	
rind	8	
displayed	8	
received	8	
measurements	8	
sparingly	8	
nuances	8	
ligneous	8	
fortunella	8	
previous	8	
dung	8	
desorbing	8	
cedarwoood-type	8	
p-methylacetophenone	8	
blonde	8	
drinking	8	
green-fruity	7	
gel	7	
hedonically	7	
dries	7	
ice	7	
compoun	7	
facet	7	
simultaneously	7	
elapsed	7	
color-protection	7	
grader	7	
mal	7	
mitigate	7	
linalyl	7	
solely	7	
fixative	7	
amongst	7	
rose-type	7	
cyclamen-type	7	
hyacinth-type	7	
attributable	7	
fluorescing	7	
clothing	7	
pads	7	
menstrual	7	
recreate	7	
stains	7	
criteria	7	
dye	7	
help	7	
represents	7	
caring	7	
experienced	7	
sometimes	7	
amine-based	7	
believed	7	
lighter	7	
location	7	
area	7	
vapour	7	
pro-fragrance	7	
incorporated	7	
multi-faceted	7	
simply	7	
liquids	7	
input	7	
coefficient	7	
mix	7	
taken	7	
proportion	7	
values	7	
you	7	
bring	7	
rounds	7	
aggressive	7	
verbena	7	
represent	7	
instance	7	
panellists	7	
divided	7	
compos	7	
fruity-rosy	7	
nebulizing	7	
vaginal	7	
double	7	
diffusing	7	
controlling	7	
loading	7	
cool	7	
lime-like	7	
lemon-like	7	
rum	7	
combinations	7	
gave	7	
utilized	7	
magnolia	7	
tree	7	
understood	7	
widely	7	
solubility	7	
ppm	7	
aged	7	
so-called	7	
preceding	7	
capsule	7	
now	7	
upsit	7	
examined	7	
seaweed	7	
life	7	
convey	7	
constituting	7	
lychee	7	
jasmin	7	
refreshers	7	
therapy	7	
profiles	7	
camphorous	7	
opened	7	
guava	7	
introducing	7	
dilution	7	
ensure	7	
cat	7	
trash	7	
experts	7	
putrid	7	
stably	7	
fashion	7	
perfectly	7	
ethanone	7	
surfactant	7	
methylpropyl	7	
optimize	7	
peptides	7	
fixatives	7	
closely	7	
fresh-green	7	
roses	7	
fig	7	
apply	7	
eucalyptol	7	
coordinated	7	
extended	7	
sought	7	
triethyl	7	
fruitier	7	
axilla	7	
developed	7	
unsaturated	7	
steffen	7	
arctander	7	
combating	7	
volatilize	7	
circumstances	7	
above-described	7	
garlic	7	
nut	7	
continuous	7	
surrounding	7	
preferences	7	
exposure	7	
cologne	7	
osmanthus	7	
nitrile	7	
prolong	7	
glycolate	7	
disinfectant	7	
limited	7	
inhibited	7	
geraniol-like	7	
spectrum	7	
bound	7	
protection	7	
lists	7	
recovering	7	
salty	7	
keratin	7	
carbonate	7	
ordinary	7	
watery-type	7	
herbal-type	7	
mint-type	7	
rosemary-type	7	
clove-type	7	
fougere-type	7	
gourmand-type	7	
sweet-type	7	
communicating	7	
algae	7	
multifaceted	7	
leather-type	7	
smoky-type	7	
musk-type	7	
linalic	7	
conditioner	7	
seen	7	
appears	7	
convenience	7	
topnotes	7	
air-dried	7	
covers	6	
meat	6	
superadditively	6	
steam	6	
armpit	6	
bodies	6	
virtually	6	
instead	6	
coloured	6	
weakly	6	
iris-like	6	
breezy	6	
sachet	6	
associate	6	
production	6	
notably	6	
preserve	6	
jasmine-type	6	
violet-type	6	
orris-type	6	
fidelity	6	
numerous	6	
slowly	6	
encapsulating	6	
combusting	6	
pants	6	
diapers	6	
complexity	6	
rely	6	
carried	6	
hedonicity	6	
volunteers	6	
counteractant	6	
humidity	6	
design	6	
detecting	6	
correctives	6	
sampling	6	
place	6	
similarly	6	
account	6	
organ	6	
bleaching	6	
softening	6	
central	6	
predetermined	6	
minute	6	
substantivity	6	
adjuvants	6	
mass	6	
arabicum	6	
benzyl	6	
deepsleep	6	
sleep	6	
analyzing	6	
pressing	6	
